,Unnamed: 0,ID,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,km_per_driving_day,drives_per_driving_day,km_per_drive,is_churned,device_code
22,28,28,64,54,80.76829058,1635,81,0,2723.495224,1546.790177,2,2,1361.747612,27.0,50.43509674074074,0,1
23,29,29,57,46,60.0376594,1732,429,95,1443.441103,589.9503158,27,21,68.73529061904762,2.1904761904761907,31.37915441304348,0,2
24,30,30,78,66,484.5716429,2381,106,21,10573.01978,6978.070441,31,26,406.6546069230769,2.5384615384615383,160.1972693939394,0,1
25,31,31,46,37,98.15654833,2938,372,26,4042.105947,1404.569949,22,17,237.77093805882353,2.176470588235294,109.24610667567568,0,1
26,32,32,38,34,62.74575283,1940,313,12,4668.226427,1066.10387,24,20,233.41132134999998,1.7,137.30077726470586,0,1
27,33,33,291,233,568.7227649,275,39,9,2578.7202,1703.292389,15,15,171.91468,15.533333333333333,11.067468669527898,0,1
28,34,34,126,101,346.3382111,2225,149,0,3666.356368,1446.018362,11,11,333.30512436363637,9.181818181818182,36.300558099009905,0,1
29,35,35,156,127,780.9466294,101,113,0,1944.771913,646.9535456,18,18,108.04288405555556,7.055555555555555,15.31316466929134,0,1
30,36,36,75,60,108.1659311,2329,223,36,2354.623612,809.7421876,4,1,2354.623612,60.0,39.24372686666666,0,2
31,38,38,95,78,190.9769901,1848,35,28,2314.364451,1317.170917,20,20,115.71822255,3.9,29.671339115384615,0,1
32,39,39,91,91,123.8217255,470,0,86,3423.421216,2355.455086,29,26,131.67004676923077,3.5,37.620013362637366,0,1
33,40,40,105,91,115.0010192,655,14,11,1822.449032,1197.962657,24,24,75.93537633333334,3.7916666666666665,20.02691243956044,0,2
34,42,42,165,132,309.913971,2567,293,76,4673.201532,2119.32992,20,17,274.89420776470587,7.764705882352941,35.40304190909091,0,2
35,43,43,133,106,182.484696,2595,185,52,4422.867487,2012.308708,8,2,2211.4337435,53.0,41.72516497169812,0,2
36,46,46,114,105,309.5828548,189,11,7,4285.245618,2322.605058,9,4,1071.3114045,26.25,40.81186302857143,1,1
37,47,47,23,20,24.75851394,552,65,14,1564.220191,821.8420876,3,3,521.4067303333334,6.666666666666667,78.21100955,1,1
38,48,48,48,42,223.2527291,757,335,28,9947.593149,3369.145354,8,2,4973.7965745,21.0,236.84745592857143,1,1
39,49,49,62,51,113.8218829,694,274,42,3826.387247,2916.712292,26,21,182.20891652380953,2.4285714285714284,75.02720092156864,0,2
40,51,51,67,57,76.46614419,1713,0,52,1620.545554,793.9297612,25,19,85.2918712631579,3.0,28.430623754385966,0,2
41,53,53,84,68,123.517569,3286,74,145,1558.791847,1201.028705,17,15,103.91945646666666,4.533333333333333,22.92340951470588,0,1
42,55,55,20,18,110.2701495,724,70,0,4418.959399,1660.205994,7,3,1472.9864663333335,6.0,245.49774438888892,0,1
43,57,57,41,33,176.6673157,2257,86,9,2493.388001,1103.630334,5,4,623.34700025,8.25,75.55721215151515,0,2
44,58,58,44,35,125.7867257,2193,304,0,351.6341884,243.7716509,11,9,39.07046537777778,3.888888888888889,10.046691097142858,0,1
45,60,60,49,42,68.3160358,1195,132,9,2702.164267,244.0548921,31,20,135.10821335,2.1,64.33724445238096,0,1
46,61,61,43,35,236.7279571,1756,29,53,1461.93937,954.0503968,8,8,182.74242125,4.375,41.76969628571429,0,1
47,62,62,69,56,81.66585433,1356,373,0,11014.87014,9143.800241,24,23,478.9073973913044,2.4347826086956523,196.69410964285717,0,1
48,63,63,253,203,298.6736471,1546,0,88,4695.169432,2146.467081,6,1,4695.169432,203.0,23.12891345812808,0,1
49,66,66,150,121,270.5629064,1347,0,0,1791.379149,253.7758791,30,26,68.89919803846155,4.653846153846154,14.8047863553719,0,1
50,67,67,36,29,50.08943164,1167,139,0,3215.221847,1594.991577,1,1,3215.221847,29.0,110.86971886206896,1,1
51,68,68,25,21,66.56667195,1619,147,11,3554.923388,2616.219443,19,18,197.4957437777778,1.1666666666666667,169.2820660952381,0,1
52,69,69,36,30,132.3810261,2384,7,0,2485.994087,1197.510681,10,4,621.49852175,7.5,82.86646956666667,0,1
53,70,70,62,51,327.5779296,2285,381,0,5270.991501,2571.449828,16,16,329.4369688125,3.1875,103.35277452941178,1,2
54,71,71,248,200,248.3113428,2849,87,0,3377.481893,2032.029458,8,5,675.4963786000001,40.0,16.887409465,0,1
55,73,73,89,81,210.6642815,1189,0,68,5678.087584,1924.068701,29,22,258.0948901818182,3.6818181818181817,70.09984671604938,0,1
56,74,74,142,113,324.7514369,3001,806,18,1966.355964,872.2037088,29,20,98.3177982,5.65,17.40138021238938,0,1
57,75,75,84,67,134.0383111,2868,177,55,2541.396988,1453.3281,22,21,121.01890419047619,3.1904761904761907,37.93129832835821,0,1
58,76,76,30,28,73.91682979,1722,293,17,5574.224608,3842.845897,8,6,929.0374346666667,4.666666666666667,199.0794502857143,0,1
59,78,78,54,54,320.3440758,1285,0,77,2575.812329,987.0413442,29,20,128.79061645,2.7,47.700228314814815,0,2
60,79,79,97,84,209.2083212,1980,0,0,4471.194505,2104.72818,22,15,298.07963366666667,5.6,53.22850601190477,0,2
61,82,82,16,16,40.74102349,484,373,61,3628.581195,2134.416647,9,9,403.17568833333337,1.7777777777777777,226.7863246875,0,1
62,86,86,57,47,72.55234081,1260,230,65,3644.416203,1020.232449,5,4,911.10405075,11.75,77.54077027659575,0,2
63,87,87,18,18,197.7664549,1517,200,9,3771.957224,1639.140405,2,2,1885.978612,9.0,209.55317911111112,0,1
64,88,88,306,246,320.2575311,2252,60,0,3595.562658,2420.119875,28,20,179.7781329,12.3,14.616108365853657,0,2
65,89,89,35,28,71.61167794,1987,534,0,2422.61532,1156.60925,18,13,186.3550246153846,2.1538461538461537,86.52197571428572,0,2
66,91,91,117,94,156.839706,3479,286,17,1761.21432,310.7107283,28,26,67.7390123076923,3.6153846153846154,18.73632255319149,0,1
67,92,92,106,86,203.3186425,846,318,0,3737.339752,1055.547009,9,3,1245.7799173333333,28.666666666666668,43.457438976744186,0,1
68,93,93,52,46,58.27949387,613,223,183,4742.485842,3196.94492,20,20,237.1242921,2.3,103.09751830434783,0,1
69,94,94,17,14,279.9773294,3440,95,56,2674.811414,229.6819476,2,2,1337.405707,7.0,191.05795814285713,0,1
70,96,96,305,244,638.0401516,400,171,164,1896.894034,960.975077,19,13,145.9149256923077,18.76923076923077,7.77415587704918,1,2
71,99,99,34,34,67.80586996,1403,27,24,6254.94844,3742.935943,1,1,6254.94844,34.0,183.9690717647059,0,1
72,101,101,76,62,136.1968645,70,31,0,5700.894677,1041.768956,6,3,1900.2982256666667,20.666666666666668,91.94991414516129,0,1
73,103,103,78,63,121.4956353,2231,0,9,2427.257066,831.6080142,21,18,134.84761477777778,3.5,38.52788993650794,0,1
74,104,104,48,39,132.1688328,2279,194,0,2626.224474,1437.792565,24,24,109.42601975000001,1.625,67.33908907692307,1,2
75,105,105,37,30,53.99957919,710,2,30,5661.684796,2816.030953,26,20,283.0842398,1.5,188.72282653333332,0,2
76,106,106,139,112,321.7948003,2298,237,58,1243.198074,675.2571618,29,23,54.05209017391304,4.869565217391305,11.099982803571427,0,2
77,107,107,66,55,120.0854852,2515,0,0,2641.117738,2125.9414,16,14,188.651267,3.9285714285714284,48.02032250909091,0,1
78,108,108,29,23,56.53640154,677,309,0,5052.460683,868.0307127,7,5,1010.4921366000001,4.6,219.67220360869567,0,1
79,109,109,38,38,77.18311377,2324,7,27,1702.406888,364.6328176,3,3,567.4689626666667,12.666666666666666,44.800181263157896,0,2
80,110,110,56,47,90.50690136,1714,0,0,1586.463423,733.9737947,15,13,122.03564792307692,3.6153846153846154,33.75454091489362,0,2
81,112,112,54,45,116.6071611,3240,14,79,1762.324979,1006.688166,10,6,293.7208298333333,7.5,39.162777311111114,0,2
82,113,113,91,73,168.251515,3045,198,187,792.4761859,490.3170508,21,13,60.95970660769231,5.615384615384615,10.855838163013699,0,2
83,114,114,18,15,85.47546123,1305,25,10,2727.785623,513.498205,7,7,389.68366042857144,2.142857142857143,181.85237486666668,0,1
84,116,116,23,19,55.70118982,943,13,0,1234.079017,865.2079368,4,4,308.51975425,4.75,64.95152721052632,0,2
85,117,117,79,64,245.6239413,3016,0,92,4457.568347,1293.012432,25,20,222.87841735,3.2,69.649505421875,0,2
86,118,118,42,34,174.1668226,1461,0,82,3478.887784,2343.429301,6,3,1159.6292613333333,11.333333333333334,102.32022894117647,0,2
87,119,119,192,155,234.4007225,2503,205,40,9041.333182,4364.070565,28,26,347.7435839230769,5.961538461538462,58.33118181935484,0,2
88,121,121,67,55,129.2595571,2922,310,15,2569.150563,1948.197506,11,7,367.02150900000004,7.857142857142857,46.711828418181824,1,1
89,122,122,150,122,269.0140577,546,0,38,6446.129773,2611.811183,16,10,644.6129773,12.2,52.837129286885244,0,1
90,123,123,31,25,130.3460437,3251,67,29,7712.174513,972.9860613,19,12,642.6812094166667,2.0833333333333335,308.48698052,0,2
91,124,124,97,80,131.9129271,2929,37,0,4255.626774,866.8800721,12,9,472.8474193333334,8.88888888888889,53.195334675000005,1,2
92,126,126,148,118,167.2459681,2680,12,0,6206.237566,1879.524603,10,7,886.6053665714286,16.857142857142858,52.59523361016949,0,1
93,127,127,402,322,510.9532675,496,0,132,5781.057241,515.2152664,24,21,275.2884400476191,15.333333333333334,17.95359391614907,0,1
94,128,128,15,15,115.6572458,811,6,0,3090.907194,1572.509162,6,1,3090.907194,15.0,206.06047959999998,0,1
95,129,129,138,129,198.6097411,2053,62,39,2600.810383,1077.126474,26,23,113.07871230434783,5.608695652173913,20.161320798449612,0,1
96,130,130,39,32,176.5371809,190,610,33,4846.91837,2681.366806,4,4,1211.7295925,8.0,151.4661990625,1,2
97,131,131,25,25,716.0780294,2739,0,11,11009.29294,205.8626513,19,17,647.6054670588235,1.4705882352941178,440.37171759999995,0,2
98,133,133,17,15,105.6192067,1748,44,13,2774.682089,681.2939989,5,2,1387.3410445,7.5,184.97880593333332,0,2
99,134,134,33,27,256.7593388,3012,136,72,9522.433102,1175.241192,10,10,952.2433102000001,2.7,352.6827074814815,0,1
100,135,135,40,32,102.9483312,3323,154,101,3465.589796,1951.540263,14,13,266.58383046153847,2.4615384615384617,108.299681125,0,1
101,136,136,89,82,91.52727513,2254,0,0,1772.191366,581.6487794,3,3,590.7304553333333,27.333333333333332,21.612089829268292,1,1
102,137,137,237,193,268.643805,1258,88,9,4478.18088,3120.903895,27,24,186.59087,8.041666666666666,23.203009740932643,0,2
103,138,138,141,113,242.1291202,508,0,0,4136.026058,1841.184376,12,11,376.00236890909093,10.272727272727273,36.60200051327434,0,1
104,139,139,29,29,490.3315821,2551,120,73,6323.941583,3381.924229,15,15,421.59610553333334,1.9333333333333333,218.06695113793103,0,2
105,140,140,175,140,245.7357075,2808,145,27,5732.235928,1978.80378,3,3,1910.7453093333334,46.666666666666664,40.94454234285714,0,1
106,141,141,222,177,637.1520592,3021,71,95,2847.210995,1023.024294,29,24,118.63379145833333,7.375,16.085937824858757,0,1
107,143,143,45,37,124.6937427,3073,81,112,2422.060394,1466.9046,24,15,161.47069293333334,2.466666666666667,65.46109172972973,0,2
108,144,144,53,43,169.9292346,2389,0,24,5406.819727,3727.775268,17,17,318.04821923529414,2.5294117647058822,125.73999365116279,0,1
109,145,145,49,40,421.6059953,3244,30,0,2810.309139,1608.434574,12,5,562.0618278,8.0,70.257728475,0,1
110,146,146,89,72,187.9245034,2507,43,28,854.3864466,619.1899061,25,22,38.83574757272727,3.272727272727273,11.866478425,0,1
111,147,147,231,186,268.4330673,2726,81,0,3162.956577,2625.667679,1,1,3162.956577,186.0,17.005142887096774,1,2
112,148,148,51,41,94.97103389,3202,180,0,1642.368888,1064.403306,23,21,78.20804228571428,1.9523809523809523,40.05777775609756,0,1
113,149,149,40,32,142.4369117,81,172,0,3296.985485,678.2867502,25,16,206.0615928125,2.0,103.03079640625,0,2
114,151,151,16,16,96.28488763,263,195,0,6457.34681,2797.664795,5,1,6457.34681,16.0,403.584175625,1,1
115,152,152,130,108,186.1927457,3116,243,126,9184.587914,5580.123677,24,15,612.3058609333333,7.2,85.04248068518518,0,1
116,154,154,219,188,280.4192673,2306,0,77,3353.748203,839.8553132,13,7,479.10688614285715,26.857142857142858,17.839086186170213,0,2
117,155,155,260,208,593.8376512,720,20,0,2752.548464,511.8992854,10,8,344.068558,26.0,13.233406076923076,0,2
118,157,157,161,129,647.4846853,672,0,31,4800.011104,3955.734301,15,14,342.857936,9.214285714285714,37.209388403100775,0,1
119,158,158,97,78,423.9110606,1613,127,0,5035.613545,3271.766085,13,10,503.5613545,7.8,64.55914801282051,0,1
120,159,159,190,154,309.6783197,400,83,7,1789.478603,1418.241292,23,22,81.33993650000001,7.0,11.61999092857143,0,2
121,160,160,127,104,156.3539388,2184,0,48,9913.302189,2062.89733,25,25,396.53208756,4.16,95.32021335576923,0,1
122,161,161,41,33,167.2110599,2329,0,78,4795.348762,1610.18192,25,23,208.49342443478258,1.434782608695652,145.31359884848484,0,1
123,164,164,43,43,171.9048024,1307,50,9,2683.155744,877.2887424,29,23,116.65894539130436,1.8695652173913044,62.398970790697675,0,1
124,165,165,143,114,166.2799211,3095,111,15,4933.769533,2255.994717,11,6,822.2949221666667,19.0,43.27868011403508,0,1
125,166,166,140,113,185.1143893,2137,137,28,3294.554435,1909.513018,9,9,366.0616038888889,12.555555555555555,29.155348982300886,0,1
126,167,167,64,64,296.5899668,273,701,104,2196.549568,1414.4318,19,18,122.03053155555556,3.5555555555555554,34.321087,1,2
127,168,168,266,217,301.0848611,2476,0,44,3289.331979,974.2172746,29,26,126.51276842307692,8.346153846153847,15.158211884792626,0,2
128,169,169,218,175,309.0933633,1666,0,49,1433.805883,890.4583449,26,18,79.65588238888888,9.722222222222221,8.193176474285714,0,2
129,171,171,70,63,94.58117968,2774,59,0,3201.918054,1210.004022,30,20,160.0959027,3.15,50.8240960952381,0,1
130,173,173,126,101,162.4519603,603,74,0,1392.044767,927.1696159,30,25,55.681790680000006,4.04,13.782621455445545,1,1
131,175,175,55,55,81.58863034,3057,501,0,3729.175462,1894.837665,28,23,162.1380635652174,2.391304347826087,67.80319021818183,0,2
132,177,177,26,21,150.2961319,3217,163,17,1714.793605,1137.647657,13,10,171.4793605,2.1,81.65683833333334,0,2
133,178,178,12,12,14.72156617,3345,0,62,7170.180492,5209.574641,5,5,1434.0360984000001,2.4,597.515041,0,1
134,180,180,95,77,205.0061797,3091,223,113,1330.165394,694.2273068,15,10,133.0165394,7.7,17.274875246753247,0,1
135,182,182,158,127,483.2623817,1379,90,99,6359.668308,3871.44325,8,8,794.9585385,15.875,50.07612840944882,1,1
136,183,183,63,51,164.2653247,2060,0,0,2793.932988,2196.625007,24,22,126.996954,2.3181818181818183,54.782999764705885,0,1
137,184,184,181,147,343.9452249,3498,34,0,2847.316114,1463.121713,16,9,316.3684571111111,16.333333333333332,19.36949737414966,0,2
138,186,186,42,34,185.6691488,189,71,0,3989.118427,2421.203373,30,27,147.74512692592592,1.2592592592592593,117.32701255882353,0,1
139,187,187,47,47,57.56448616,3110,11,24,1358.495097,523.7240476,23,18,75.47194983333333,2.611111111111111,28.904151,0,2
140,189,189,69,55,612.7393981,2127,295,44,2250.61469,573.5874281,9,6,375.1024483333333,9.166666666666666,40.920267090909086,0,1
141,190,190,91,73,98.65923505,1814,0,49,4142.799208,3194.839867,6,3,1380.9330693333334,24.333333333333332,56.750674082191786,0,2
142,191,191,150,122,247.3249005,1070,187,0,6393.481743,4553.238421,6,6,1065.5802905,20.333333333333332,52.40558805737705,1,1
143,192,192,71,61,107.0263131,26,49,167,3389.641001,2533.340808,26,17,199.39064711764706,3.588235294117647,55.56788526229508,0,2
144,193,193,49,40,177.9586432,3477,16,0,3304.917873,876.5817852,11,11,300.44707936363636,3.6363636363636362,82.622946825,0,1
145,194,194,231,191,406.1782678,745,0,11,3527.611715,936.001503,28,18,195.9784286111111,10.61111111111111,18.469171282722513,1,1
146,195,195,80,64,94.32008442,1364,374,75,541.5097616,242.0482374,29,23,23.54390267826087,2.782608695652174,8.461090025,0,2
147,196,196,20,17,64.41973416,149,33,0,8844.035207,4499.867035,20,17,520.2373651176471,1.0,520.2373651176471,0,1
148,197,197,67,54,230.4582451,1256,41,64,5045.398456,2109.483123,12,8,630.674807,6.75,93.43330474074074,0,1
149,198,198,16,13,186.9794651,3306,184,32,905.6810673,299.0163994,10,10,90.56810673,1.3,69.6677744076923,0,2
150,201,201,26,22,112.9586168,957,622,0,1611.446289,892.4956928,7,3,537.148763,7.333333333333333,73.2475585909091,1,1
151,202,202,57,46,271.9233666,777,95,33,2804.191515,1976.310414,6,5,560.838303,9.2,60.96068510869565,0,2
152,203,203,83,67,96.30479738,1532,125,0,2948.886919,993.8732641,6,6,491.4811531666667,11.166666666666666,44.01323759701493,0,2
153,204,204,192,175,221.6576984,2047,102,51,3166.429712,960.7904459,24,23,137.67085704347826,7.608695652173913,18.09388406857143,0,2
154,205,205,33,30,109.9488004,1364,0,0,3559.971515,2406.462487,14,12,296.6642929166667,2.5,118.66571716666667,0,1
155,206,206,26,22,137.1660111,82,437,28,2167.763491,1735.421979,6,6,361.2939151666667,3.6666666666666665,98.53470413636364,0,2
156,207,207,40,32,145.0459423,3346,443,9,3074.663538,1895.630542,30,27,113.87642733333333,1.1851851851851851,96.0832355625,1,1
157,208,208,108,87,191.936044,110,0,20,6768.997378,1506.123087,28,26,260.346053,3.3461538461538463,77.80456756321838,0,1
158,209,209,147,147,231.6026323,3414,133,53,5110.800712,2591.209147,23,14,365.05719371428575,10.5,34.76735178231293,0,1
159,210,210,351,281,453.6394213,3362,0,0,1812.494756,665.2729911,9,8,226.5618445,35.125,6.4501592740213525,1,2
160,211,211,28,23,66.27163423,780,61,0,2214.364804,998.3809116,27,22,100.65294563636363,1.0454545454545454,96.27673060869564,0,1
161,212,212,118,98,262.4824485,1728,74,208,3780.784102,1561.377004,30,24,157.53267091666666,4.083333333333333,38.5794296122449,0,1
162,213,213,53,53,77.9959639,1208,175,0,1678.647111,1292.628032,21,14,119.90336507142857,3.7857142857142856,31.672587,0,1
163,214,214,58,51,181.5508049,707,1,0,2687.263718,274.4209506,12,5,537.4527436000001,10.2,52.691445450980396,0,2
164,215,215,32,28,130.4263098,2747,66,143,1134.727416,194.7750303,22,21,54.03463885714285,1.3333333333333333,40.52597914285714,0,2
165,216,216,198,161,215.9992155,2806,86,0,5592.664287,3732.715173,21,15,372.84428579999997,10.733333333333333,34.737045260869564,0,1
166,218,218,24,19,119.5481767,1827,0,0,5161.398906,3521.634946,3,2,2580.699453,9.5,271.652574,1,1
167,219,219,134,108,304.7897104,805,38,0,9674.81691,992.5048321,28,18,537.4898283333333,6.0,89.58163805555556,0,1
168,220,220,45,36,521.043069,667,0,13,7906.134625,4617.912995,8,5,1581.226925,7.2,219.61485069444444,0,2
169,221,221,131,106,199.4857666,2208,0,0,1282.633982,319.3697841,11,11,116.60308927272727,9.636363636363637,12.100320584905662,0,1
170,222,222,130,104,164.3212072,853,133,0,2871.615782,1542.044342,10,10,287.1615782,10.4,27.61169021153846,0,1
171,224,224,185,149,311.2870759,3287,165,0,3810.497042,772.7007434,27,22,173.204411,6.7727272727272725,25.57380565100671,0,1
172,225,225,51,41,436.8746889,745,93,0,3685.383695,2801.633855,27,26,141.74552673076923,1.5769230769230769,89.88740719512195,0,1
173,226,226,72,59,162.9841356,332,1,0,2375.993763,921.2046724,29,20,118.79968815,2.95,40.27108072881356,0,1
174,228,228,37,37,63.34400869,2057,0,14,1087.050057,781.0449242,14,14,77.64643264285714,2.642857142857143,29.37973127027027,0,1
175,230,230,15,12,111.2465431,1118,61,0,2368.45335,1260.738374,7,3,789.4844499999999,4.0,197.37111249999998,1,1
176,231,231,91,73,103.89582,3387,266,19,6995.447995,2721.061538,11,9,777.2719994444445,8.11111111111111,95.8280547260274,0,2
177,234,234,56,46,55.92225593,1918,25,9,5799.5886,905.8854373,3,3,1933.1962,15.333333333333334,126.07801304347826,0,1
178,235,235,16,13,178.3434574,2937,108,0,1242.125798,261.7615756,11,8,155.26572475,1.625,95.54813830769231,1,1
179,236,236,136,110,136.9216388,605,364,0,1342.593311,333.6268656,31,21,63.93301480952381,5.238095238095238,12.205393736363638,0,1
180,237,237,239,192,375.7182036,2616,13,0,6343.510823,4878.599543,7,7,906.2158318571428,27.428571428571427,33.039118869791665,0,1
181,238,238,17,13,209.924477,171,57,0,3006.377135,1539.70849,4,4,751.59428375,3.25,231.25977961538462,1,1
182,239,239,120,101,547.6469834,3014,237,0,2474.647978,1107.658252,12,8,309.33099725,12.625,24.50146512871287,0,2
183,240,240,9,9,94.15769837,1638,37,0,2280.396864,1175.622699,8,3,760.1322879999999,3.0,253.3774293333333,0,2
184,241,241,49,45,78.08356425,3178,14,19,3520.871967,2367.054714,3,3,1173.623989,15.0,78.24159926666667,0,1
185,242,242,51,42,67.71359618,1828,0,24,7160.138608,4289.050141,12,12,596.6782173333334,3.5,170.47949066666666,1,2
186,243,243,293,235,362.5371744,710,222,0,4007.933555,1589.505388,8,6,667.9889258333334,39.166666666666664,17.05503640425532,1,1
187,244,244,73,66,103.92497,1413,0,0,1755.794535,1311.463056,17,13,135.06111807692307,5.076923076923077,26.6029475,0,1
188,245,245,10,8,70.68795123,2266,43,31,889.0358983,256.717097,5,5,177.80717966,1.6,111.1294872875,0,1
189,247,247,29,29,89.7006354,1998,293,86,8353.314432,4877.501795,17,15,556.8876287999999,1.9333333333333333,288.04532524137926,0,1
190,248,248,48,39,109.4921618,1507,0,0,3331.523048,2717.400862,11,7,475.931864,5.571428571428571,85.42366789743589,1,2
191,249,249,148,128,170.701183,1288,221,110,3489.964417,1430.914975,7,4,872.49110425,32.0,27.2653470078125,0,1
192,251,251,94,75,102.201763,1718,0,98,5314.988573,1962.160205,3,3,1771.6628576666665,25.0,70.86651430666666,1,2
193,252,252,103,84,117.408428,720,25,0,4455.222323,1422.367429,3,2,2227.6111615,42.0,53.038360988095235,1,1
194,253,253,27,22,44.4100336,1551,65,121,5654.090998,1326.127806,10,10,565.4090997999999,2.2,257.00413627272724,0,1
195,254,254,48,39,65.39750604,1315,191,2,4637.017844,1602.177101,3,3,1545.6726146666667,13.0,118.89789343589743,1,2
196,256,256,138,111,221.4540961,872,97,77,2947.870739,317.2041291,18,14,210.56219564285715,7.928571428571429,26.557394045045044,0,1
197,257,257,229,198,276.9777577,2118,185,0,1234.394696,721.6809633,22,19,64.96814189473685,10.421052631578947,6.234316646464647,0,1
198,258,258,64,55,262.5392446,3384,146,0,2854.907544,1019.896054,29,22,129.76852472727273,2.5,51.90740989090909,0,1
199,259,259,231,186,239.0754338,2012,47,0,2903.102397,794.2154583,21,20,145.15511985,9.3,15.608077403225806,1,1
200,260,260,26,21,153.8244071,462,65,31,7527.039567,4070.402474,10,9,836.3377296666666,2.3333333333333335,358.4304555714286,0,2
201,261,261,68,55,89.89817396,558,0,44,4157.857045,3232.403234,13,12,346.4880870833333,4.583333333333333,75.59740081818181,0,1
202,262,262,226,181,249.415761,2585,420,94,2649.779838,1705.587495,26,16,165.611239875,11.3125,14.639667613259668,0,1
203,263,263,98,80,138.8966777,1502,188,9,2352.808479,1356.918348,21,13,180.9852676153846,6.153846153846154,29.410105987499996,0,1
204,264,264,19,17,108.3085782,489,84,0,6016.787107,3032.050167,15,11,546.9806460909091,1.5454545454545454,353.9286533529412,0,1
205,265,265,45,36,77.74150106,520,5,29,4603.909263,1490.444254,27,19,242.31101384210524,1.894736842105263,127.88636841666666,0,2
206,267,267,31,27,199.1817354,2891,171,0,3255.874666,1919.401874,26,21,155.04165076190478,1.2857142857142858,120.5879505925926,0,1
207,269,269,32,27,100.6259772,311,198,39,4939.367292,3849.562763,11,10,493.9367292,2.7,182.93952933333333,0,2
208,271,271,52,52,127.2898283,1672,714,0,6134.963884,4409.821166,27,17,360.88022847058824,3.0588235294117645,117.98007469230768,0,1
209,272,272,75,61,158.7614474,1990,48,55,3169.686605,1325.913355,10,10,316.9686605,6.1,51.962075491803276,0,1
210,273,273,57,45,298.4321171,2962,0,13,6933.874574,2058.162246,7,7,990.5535105714287,6.428571428571429,154.08610164444445,0,2
211,274,274,27,22,186.5927505,2125,411,23,1517.931358,469.7574809,22,16,94.870709875,1.375,68.99687990909091,0,2
212,275,275,245,200,361.8844446,662,566,16,3287.554983,1178.941717,25,22,149.4343174090909,9.090909090909092,16.437774915,0,1
213,276,276,34,27,92.25161465,2761,174,0,2218.516115,1056.953313,16,8,277.314514375,3.375,82.16726351851851,0,1
